cpu_name,passmark_score,passmark_rank,passmark_value
Intel Celeron N2815 @ 1.86GHz,495,4336,
Intel Celeron N2820 @ 2.13GHz,502,4326,2.23
Intel Celeron N2830 @ 2.16GHz,550,4278,3.67
Intel Celeron N2840 @ 2.16GHz,587,4227,
Intel Celeron N2910 @ 1.60GHz,773,4004,
Intel Celeron N2920 @ 1.86GHz,950,3816,
Intel Celeron N2930 @ 1.83GHz,1018,3740,
Intel Celeron N2940 @ 1.83GHz,1043,3711,
Intel Celeron N3000 @ 1.04GHz,621,4190,
Intel Celeron N3010 @ 1.04GHz,605,4203,
Intel Celeron N3050 @ 1.60GHz,586,4228,3.45
Intel Celeron N3060 @ 1.60GHz,664,4142,2.36
Intel Celeron N3150 @ 1.60GHz,1192,3558,
Intel Celeron N3160 @ 1.60GHz,1182,3572,3.39
Intel Celeron N3350 @ 1.10GHz,1107,3640,4.02
Intel Celeron N3450 @ 1.10GHz,1982,2986,10.71
Intel Celeron N4000 @ 1.10GHz,1423,3373,13.3
Intel Celeron N4000C @ 1.10GHz,1406,3390,
Intel Celeron N4020 @ 1.10GHz,1553,3273,
Intel Celeron N4020C @ 1.10GHz,1532,3292,
Intel Celeron N4100 @ 1.10GHz,2456,2703,22.95
Intel Celeron N4120 @ 1.10GHz,2476,2689,
Intel Celeron N4500 @ 1.10GHz,1978,2990,
Intel Celeron N4505 @ 2.00GHz,2266,2816,
Intel Celeron N5095 @ 2.00GHz,4086,2071,
Intel Celeron N5095A @ 2.00GHz,4117,2059,
Intel Celeron N5100 @ 1.10GHz,3315,2315,
Intel Celeron N5105 @ 2.00GHz,4053,2081,13.55
Intel Celeron N6210 @ 1.20GHz,1995,2981,36.95
Intel Celeron N6211 @ 1.20GHz,2245,2833,41.57
Intel Celeron P4500 @ 1.87GHz,848,3914,
Intel Celeron P4505 @ 1.87GHz,689,4108,
Intel Celeron P4600 @ 2.00GHz,846,3916,
Intel Celeron SU2300 @ 1.20GHz,482,4349,
Intel Celeron T1600 @ 1.66GHz,551,4277,27.55
Intel Celeron U1900 @ 1.99GHz,1028,3727,
Intel Celeron U3400 @ 1.07GHz,516,4316,
Intel Celeron U3600 @ 1.20GHz,579,4235,
Intel Core 3 100U,15072,866,
Intel Core 5 120U,16932,787,49.8
Intel Core 7 150U,15996,829,
Intel Core 860 @ 2.80GHz,2754,2555,9.55
Intel Core Duo L2300 @ 1.50GHz,387,4453,
Intel Core Duo L2400 @ 1.66GHz,348,4491,
Intel Core Duo L2500 @ 1.83GHz,404,4429,
Intel Core Duo T2050 @ 1.60GHz,333,4523,
Intel Core Duo T2250 @ 1.73GHz,350,4489,
Intel Core Duo T2300 @ 1.66GHz,325,4534,
Intel Core Duo T2350 @ 1.86GHz,385,4454,
Intel Core Duo T2400 @ 1.83GHz,362,4476,22.64
Intel Core Duo T2450 @ 2.00GHz,411,4415,
Intel Core Duo T2500 @ 2.00GHz,408,4418,3.4
Intel Core Duo T2600 @ 2.16GHz,460,4371,
Intel Core Duo T2700 @ 2.33GHz,498,4328,
Intel Core Duo U2400 @ 1.06GHz,255,4626,
Intel Core Duo U2500 @ 1.20GHz,223,4680,
Intel Core i3-1000NG4 @ 1.10GHz,3572,2217,
Intel Core i3-1005G1 @ 1.20GHz,4918,1893,17.5
Intel Core i3-10100 @ 3.60GHz,8652,1278,98.78
Intel Core i3-10100E @ 3.20GHz,8365,1315,66.92
Intel Core i3-10100F @ 3.60GHz,8762,1272,127.47
Intel Core i3-10100T @ 3.00GHz,7273,1451,59.62
Intel Core i3-10100TE @ 2.30GHz,6237,1631,45.19
Intel Core i3-10100Y @ 1.30GHz,2896,2498,
Intel Core i3-10105 @ 3.70GHz,8569,1288,99.15
Intel Core i3-10105F @ 3.70GHz,8994,1256,110.31
Intel Core i3-10105T @ 3.00GHz,7992,1356,88.81
Intel Core i3-10110U @ 2.10GHz,3901,2116,8.99
Intel Core i3-10110Y @ 1.00GHz,3297,2324,11.49
Intel Core i3-1025G1 @ 1.20GHz,6180,1643,
Intel Core i3-10300 @ 3.70GHz,9308,1223,103.42
Intel Core i3-10300T @ 3.00GHz,7975,1358,80.55
Intel Core i3-10305 @ 3.80GHz,9291,1226,39.73
Intel Core i3-10305T @ 3.00GHz,8136,1341,56.9
Intel Core i3-10320 @ 3.80GHz,10011,1165,71.51
Intel Core i3-10325 @ 3.90GHz,10268,1149,54.01
Intel Core i3-11100B @ 3.60GHz,11357,1079,
Intel Core i3-11100HE @ 2.40GHz,11289,1084,48.45
Intel Core i3-1110G4 @ 1.80GHz,4236,2032,15.07
Intel Core i3-1115G4 @ 3.00GHz,6056,1673,21.55
Intel Core i3-1115G4E @ 3.00GHz,5483,1784,19.24
Intel Core i3-1115GRE @ 3.00GHz,4524,1959,13.38
Intel Core i3-1125G4 @ 2.00GHz,9622,1196,
Intel Core i3-12100,13597,953,111.45
Intel Core i3-12100E,14250,921,103.26
Intel Core i3-12100F,14114,929,178.68
Intel Core i3-12100T,12608,1014,103.34
Intel Core i3-12100TE,11859,1049,94.87
Intel Core i3-1210U,10513,1132,
Intel Core i3-1215U,10885,1115,
Intel Core i3-1215UE,9772,1184,31.22
Intel Core i3-1215UL,6161,1647,21.62
Intel Core i3-1220P,14482,901,51.54
Intel Core i3-1220PE,16146,820,54.73
Intel Core i3-12300,14540,899,101.68
Intel Core i3-12300T,13077,982,83.29
Intel Core i3-1305U,8826,1270,28.56
Intel Core i3-13100,13425,965,100.7
Intel Core i3-13100E,11650,1065,85.03
Intel Core i3-13100F,14631,896,157.32
Intel Core i3-13100T,13054,986,97.42
Intel Core i3-1315U,12273,1029,39.72
Intel Core i3-1315UE,8906,1264,28.55
Intel Core i3-14100,15036,868,98.65
Intel Core i3-14100F,15306,854,139.14
Intel Core i3-14100T,13727,942,102.44
Intel Core i3-2100 @ 3.10GHz,1856,3069,37.87
Intel Core i3-2100T @ 2.50GHz,1501,3319,7.0
Intel Core i3-2102 @ 3.10GHz,2029,2958,34.98
Intel Core i3-2105 @ 3.10GHz,1837,3083,16.26
Intel Core i3-21050 @ 3.10GHz,2193,2865,
Intel Core i3-2120 @ 3.30GHz,1958,2999,150.73
Intel Core i3-2120T @ 2.60GHz,1524,3301,30.47
Intel Core i3-2125 @ 3.30GHz,2083,2926,13.44
Intel Core i3-2130 @ 3.40GHz,2042,2951,34.82
Intel Core i3-2140 @ 3.50GHz,2307,2790,
Intel Core i3-2310E @ 2.10GHz,1845,3078,8.2
Intel Core i3-2310M @ 2.10GHz,1221,3535,30.56
Intel Core i3-2312M @ 2.10GHz,1128,3621,
Intel Core i3-2328M @ 2.20GHz,1237,3516,8.24
Intel Core i3-2330E @ 2.20GHz,1823,3093,
Intel Core i3-2330M @ 2.20GHz,1228,3525,30.75
Intel Core i3-2332M @ 2.20GHz,1353,3422,
Intel Core i3-2340UE @ 1.30GHz,976,3788,
Intel Core i3-2348M @ 2.30GHz,1279,3473,
Intel Core i3-2350M @ 2.30GHz,1251,3503,33.76
Intel Core i3-2357M @ 1.30GHz,788,3986,
Intel Core i3-2365M @ 1.40GHz,820,3947,
Intel Core i3-2367M @ 1.40GHz,847,3915,
Intel Core i3-2370M @ 2.40GHz,1368,3413,35.98
Intel Core i3-2375M @ 1.50GHz,903,3858,
Intel Core i3-2377M @ 1.50GHz,833,3936,
Intel Core i3-3110M @ 2.40GHz,1634,3212,23.36
Intel Core i3-3120M @ 2.50GHz,1700,3171,6.46
Intel Core i3-3130M @ 2.60GHz,1900,3043,
Intel Core i3-3210 @ 3.20GHz,2227,2849,31.81
Intel Core i3-3217U @ 1.80GHz,1226,3528,6.16
Intel Core i3-3217UE @ 1.60GHz,1362,3417,
Intel Core i3-3220 @ 3.30GHz,2264,2819,45.28
Intel Core i3-3220T @ 2.80GHz,1940,3012,24.25
Intel Core i3-3225 @ 3.30GHz,2239,2838,13.41
Intel Core i3-3227U @ 1.90GHz,1290,3467,
Intel Core i3-3229Y @ 1.40GHz,1008,3755,
Intel Core i3-3240 @ 3.40GHz,2321,2783,136.62
Intel Core i3-3240T @ 2.90GHz,2037,2954,
Intel Core i3-3245 @ 3.40GHz,2379,2752,39.65
Intel Core i3-3250 @ 3.50GHz,2442,2710,50.87
Intel Core i3-3250T @ 3.00GHz,2650,2596,
Intel Core i3-330E @ 2.13GHz,1260,3493,
Intel Core i3-330M @ 2.13GHz,1023,3732,6.82
Intel Core i3-330UM @ 1.20GHz,555,4272,
Intel Core i3-350M @ 2.27GHz,1086,3661,37.46
Intel Core i3-370M @ 2.40GHz,1154,3601,46.26
Intel Core i3-380M @ 2.53GHz,1201,3550,24.04
Intel Core i3-380UM @ 1.33GHz,745,4039,
Intel Core i3-390M @ 2.67GHz,1259,3495,32.32
Intel Core i3-4000M @ 2.40GHz,1781,3128,30.64
Intel Core i3-4005U @ 1.70GHz,1663,3192,
Intel Core i3-4010U @ 1.70GHz,1654,3201,13.24
Intel Core i3-4010Y @ 1.30GHz,1358,3419,
Intel Core i3-4012Y @ 1.50GHz,1278,3475,
Intel Core i3-4020Y @ 1.50GHz,1462,3337,
Intel Core i3-4025U @ 1.90GHz,1959,2998,
Intel Core i3-4030U @ 1.90GHz,1873,3060,
Intel Core i3-4030Y @ 1.60GHz,1654,3202,
Intel Core i3-4100E @ 2.40GHz,1848,3075,8.22
Intel Core i3-4100M @ 2.50GHz,2519,2671,11.53
Intel Core i3-4110M @ 2.60GHz,2678,2587,
Intel Core i3-4110U @ 1.90GHz,1860,3068,
Intel Core i3-4120U @ 2.00GHz,1948,3005,
Intel Core i3-4130 @ 3.40GHz,3314,2316,80.83
Intel Core i3-4130T @ 2.90GHz,2885,2501,144.31
Intel Core i3-4150 @ 3.50GHz,3396,2273,82.56
Intel Core i3-4150T @ 3.00GHz,2864,2510,6.86
Intel Core i3-4158U @ 2.00GHz,1921,3024,
Intel Core i3-4160 @ 3.60GHz,3522,2232,75.09
Intel Core i3-4160T @ 3.10GHz,3112,2397,51.88
Intel Core i3-4170 @ 3.70GHz,3581,2214,86.07
Intel Core i3-4170T @ 3.20GHz,3218,2357,16.1
Intel Core i3-4330 @ 3.50GHz,3544,2226,38.26
Intel Core i3-4330T @ 3.00GHz,3115,2395,
Intel Core i3-4330TE @ 2.40GHz,2022,2961,
Intel Core i3-4340 @ 3.60GHz,3460,2245,19.22
Intel Core i3-4350 @ 3.60GHz,3548,2222,31.65
Intel Core i3-4350T @ 3.10GHz,3142,2387,
Intel Core i3-4360 @ 3.70GHz,3647,2196,53.63
Intel Core i3-4360T @ 3.20GHz,3286,2328,
Intel Core i3-4370 @ 3.80GHz,3857,2132,93.77
Intel Core i3-4370T @ 3.30GHz,3361,2297,24.35
Intel Core i3-4570T @ 2.90GHz,3244,2340,
Intel Core i3-5005U @ 2.00GHz,2023,2960,6.57
Intel Core i3-5010U @ 2.10GHz,2195,2862,7.32
Intel Core i3-5015U @ 2.10GHz,1869,3062,
Intel Core i3-5020U @ 2.20GHz,2203,2859,4.8
Intel Core i3-5157U @ 2.50GHz,2593,2626,
Intel Core i3-530 @ 2.93GHz,1499,3322,35.26
Intel Core i3-540 @ 3.07GHz,1534,3290,25.57
Intel Core i3-550 @ 3.20GHz,1609,3227,123.86
Intel Core i3-560 @ 3.33GHz,1662,3194,27.69
Intel Core i3-6006U @ 2.00GHz,2279,2807,
Intel Core i3-6098P @ 3.60GHz,4017,2086,68.09
Intel Core i3-6100 @ 3.70GHz,4142,2049,48.72
Intel Core i3-6100E @ 2.70GHz,3315,2314,
Intel Core i3-6100H @ 2.70GHz,3041,2428,
Intel Core i3-6100T @ 3.20GHz,3656,2189,85.05
Intel Core i3-6100TE @ 2.70GHz,3152,2383,
Intel Core i3-6100U @ 2.30GHz,2631,2608,4.96
Intel Core i3-6102E @ 1.90GHz,2349,2768,10.44
Intel Core i3-6157U @ 2.40GHz,2767,2549,
Intel Core i3-6167U @ 2.70GHz,3255,2337,
Intel Core i3-6300 @ 3.80GHz,4343,2009,40.16
Intel Core i3-6300T @ 3.30GHz,4002,2090,30.78
Intel Core i3-6320 @ 3.90GHz,4473,1972,46.31
Intel Core i3-7020U @ 2.30GHz,2581,2636,9.19
Intel Core i3-7100 @ 3.90GHz,4327,2011,78.68
Intel Core i3-7100H @ 3.00GHz,3430,2257,15.25
Intel Core i3-7100T @ 3.40GHz,3757,2162,25.89
Intel Core i3-7100U @ 2.40GHz,2722,2563,5.89
Intel Core i3-7101E @ 3.90GHz,4430,1981,37.87
Intel Core i3-7101TE @ 3.40GHz,3957,2099,33.82
Intel Core i3-7102E @ 2.10GHz,2521,2670,11.21
Intel Core i3-7130U @ 2.70GHz,3021,2435,6.57
Intel Core i3-7167U @ 2.80GHz,3368,2291,
Intel Core i3-7300 @ 4.00GHz,4523,1960,48.64
Intel Core i3-7300T @ 3.50GHz,4211,2037,32.65
Intel Core i3-7320 @ 4.10GHz,4844,1904,45.28
Intel Core i3-7350K @ 4.20GHz,4967,1888,99.36
Intel Core i3-8100 @ 3.60GHz,6107,1657,152.72
Intel Core i3-8100B @ 3.60GHz,6045,1677,45.45
Intel Core i3-8100H @ 3.00GHz,4310,2012,19.16
Intel Core i3-8100T @ 3.10GHz,5274,1829,62.05
Intel Core i3-8109U @ 3.00GHz,4262,2026,8.52
Intel Core i3-8121U @ 2.20GHz,4391,1996,15.14
Intel Core i3-8130U @ 2.20GHz,3550,2221,12.63
Intel Core i3-8140U @ 2.10GHz,4227,2033,
Intel Core i3-8145U @ 2.10GHz,3792,2152,13.49
Intel Core i3-8145UE @ 2.20GHz,4099,2066,14.59
Intel Core i3-8300 @ 3.70GHz,6296,1622,52.91
Intel Core i3-8300T @ 3.20GHz,5749,1717,36.17
Intel Core i3-8350K @ 4.00GHz,6865,1518,43.17
Intel Core i3-9100 @ 3.60GHz,6623,1554,73.31
Intel Core i3-9100E @ 3.10GHz,6868,1516,
Intel Core i3-9100F @ 3.60GHz,6737,1535,134.77
Intel Core i3-9100HL @ 1.60GHz,3065,2419,13.62
Intel Core i3-9100T @ 3.10GHz,5467,1790,44.81
Intel Core i3-9100TE @ 2.20GHz,4791,1911,39.27
Intel Core i3-9300 @ 3.70GHz,7137,1472,36.6
Intel Core i3-9300T @ 3.20GHz,6164,1646,43.11
Intel Core i3-9320 @ 3.70GHz,7358,1436,34.12
Intel Core i3-9350K @ 4.00GHz,7700,1383,64.71
Intel Core i3-9350KF @ 4.00GHz,7549,1402,50.68
Intel Core i3-N300,8594,1286,27.81
Intel Core i3-N305,9974,1168,32.28
Intel Core i5 750S @ 2.40GHz,1326,3440,9.47
Intel Core i5 E 520 @ 2.40GHz,1619,3221,
Intel Core i5-10200H @ 2.40GHz,8139,1340,32.56
Intel Core i5-10210U @ 1.60GHz,6196,1636,8.82
Intel Core i5-10210Y @ 1.00GHz,4475,1971,
Intel Core i5-10300H @ 2.50GHz,8372,1314,33.49
Intel Core i5-1030NG7 @ 1.10GHz,5740,1720,
Intel Core i5-10310U @ 1.70GHz,6431,1591,21.65
Intel Core i5-1035G1 @ 1.00GHz,7369,1432,24.81
Intel Core i5-1035G4 @ 1.10GHz,7874,1366,25.48
Intel Core i5-1035G7 @ 1.20GHz,8108,1345,25.34
Intel Core i5-1038NG7 @ 2.00GHz,8905,1265,27.83
Intel Core i5-10400 @ 2.90GHz,12130,1038,98.15
Intel Core i5-10400F @ 2.90GHz,12198,1034,131.18
Intel Core i5-10400H @ 2.60GHz,8503,1299,34.01
Intel Core i5-10400T @ 2.00GHz,9771,1185,53.69
Intel Core i5-10500 @ 3.10GHz,13406,966,86.5
Intel Core i5-10500E @ 3.10GHz,10827,1118,55.52
Intel Core i5-10500H @ 2.50GHz,11224,1087,44.9
Intel Core i5-10500T @ 2.30GHz,10074,1159,100.75
Intel Core i5-10500TE @ 2.30GHz,8449,1304,43.33
Intel Core i5-10505 @ 3.20GHz,12156,1036,
Intel Core i5-10600 @ 3.30GHz,13688,945,104.53
Intel Core i5-10600K @ 4.10GHz,14306,914,102.96
Intel Core i5-10600KF @ 4.10GHz,14223,924,142.23
Intel Core i5-10600T @ 2.40GHz,11419,1077,53.61
Intel Core i5-11260H @ 2.60GHz,15740,837,62.96
Intel Core i5-11300H @ 3.10GHz,10917,1111,35.33
Intel Core i5-1130G7 @ 1.10GHz,8564,1289,27.72
Intel Core i5-11320H @ 3.20GHz,10988,1104,35.56
Intel Core i5-1135G7 @ 2.40GHz,9760,1187,31.59
Intel Core i5-11400 @ 2.60GHz,17024,781,130.97
Intel Core i5-11400F @ 2.60GHz,17036,778,162.64
Intel Core i5-11400H @ 2.70GHz,15644,841,62.58
Intel Core i5-11400T @ 1.30GHz,13668,946,75.1
Intel Core i5-1140G7 @ 1.10GHz,9056,1252,
Intel Core i5-1145G7 @ 2.60GHz,9795,1182,
Intel Core i5-1145G7E @ 2.60GHz,9279,1230,29.74
Intel Core i5-1145GRE @ 2.60GHz,8536,1294,23.58
Intel Core i5-11500 @ 2.70GHz,17354,766,104.02
Intel Core i5-11500B @ 3.30GHz,17468,761,
Intel Core i5-11500H @ 2.90GHz,16077,824,64.31
Intel Core i5-11500T @ 1.50GHz,13035,987,67.89
Intel Core i5-1155G7 @ 2.50GHz,10115,1157,32.73
Intel Core i5-11600 @ 2.80GHz,18052,737,128.94
Intel Core i5-11600K @ 3.90GHz,19598,660,130.65
Intel Core i5-11600KF @ 3.90GHz,19620,658,135.31
Intel Core i5-11600T @ 1.70GHz,14679,888,68.92
Intel Core i5-1230U,11006,1103,35.62
Intel Core i5-1235U,13394,967,43.35
Intel Core i5-12400,19372,673,100.9
Intel Core i5-12400F,19533,662,179.21
Intel Core i5-12400T,16185,818,107.91
Intel Core i5-1240P,17151,773,27.71
Intel Core i5-1240U,12778,1004,
Intel Core i5-12450H,17011,782,54.7
Intel Core i5-12450HX,19003,685,
Intel Core i5-1245U,13390,968,43.33
Intel Core i5-1245UE,9283,1228,29.75
Intel Core i5-12490F,20344,632,169.56
Intel Core i5-12500,19907,650,98.55
Intel Core i5-12500E,20699,614,92.0
Intel Core i5-12500H,21114,594,67.89
Intel Core i5-12500T,16613,799,82.24
Intel Core i5-12500TE,14536,900,70.91
Intel Core i5-1250P,20144,643,
Intel Core i5-1250PE,17738,748,49.97
Intel Core i5-12600,21266,588,78.19
Intel Core i5-12600H,22859,525,73.5
Intel Core i5-12600HE,24599,468,78.09
Intel Core i5-12600HL,20739,613,66.69
Intel Core i5-12600HX,23949,488,84.33
Intel Core i5-12600K,27709,374,153.95
Intel Core i5-12600KF,27881,368,176.49
Intel Core i5-12600T,17576,754,
Intel Core i5-1334U,13371,970,39.33
Intel Core i5-1335U,14742,886,43.36
Intel Core i5-1335UE,11921,1045,38.21
Intel Core i5-13400,23143,513,136.14
Intel Core i5-13400F,25181,444,131.36
Intel Core i5-13400T,21078,596,95.38
Intel Core i5-1340P,18834,694,53.35
Intel Core i5-1340PE,20041,646,63.62
Intel Core i5-13420H,18528,711,54.18
Intel Core i5-13450HX,25525,435,78.3
Intel Core i5-1345U,15115,862,48.92
Intel Core i5-13490F,27496,377,141.01
Intel Core i5-13500,31908,288,130.77
Intel Core i5-13500E,28036,362,119.3
Intel Core i5-13500H,22698,529,
Intel Core i5-13500HX,30573,310,93.78
Intel Core i5-13500T,23178,511,99.9
Intel Core i5-13500TE,21478,583,91.4
Intel Core i5-1350P,19439,669,60.75
Intel Core i5-13600,32148,284,126.07
Intel Core i5-13600H,24255,477,77.99
Intel Core i5-13600HE,26540,407,83.72
Intel Core i5-13600HX,27606,376,97.2
Intel Core i5-13600K,37960,218,151.85
Intel Core i5-13600KF,37809,220,145.42
Intel Core i5-13600T,27351,385,107.26
Intel Core i5-14400,25747,426,117.03
Intel Core i5-14400F,25689,427,117.44
Intel Core i5-14400T,24598,469,111.3
Intel Core i5-14450HX,27773,372,82.41
Intel Core i5-14490F,28662,346,
Intel Core i5-14500,32490,280,124.11
Intel Core i5-14500HX,26749,400,79.37
Intel Core i5-14500T,23846,491,102.79
Intel Core i5-14600,35187,241,137.99
Intel Core i5-14600K,39149,209,115.15
Intel Core i5-14600KF,39337,207,134.26
Intel Core i5-14600T,27855,370,109.23
Intel Core i5-2300 @ 2.80GHz,3431,2256,156.02
Intel Core i5-2310 @ 2.90GHz,3654,2190,76.79
Intel Core i5-2320 @ 3.00GHz,3666,2187,140.41
Intel Core i5-2380P @ 3.10GHz,3797,2148,45.84
Intel Core i5-2390T @ 2.70GHz,2493,2683,24.96
Intel Core i5-2400 @ 3.10GHz,3867,2127,54.28
Intel Core i5-2400S @ 2.50GHz,3155,2380,45.08
Intel Core i5-24050S @ 2.50GHz,3061,2421,
Intel Core i5-2405S @ 2.50GHz,3157,2378,14.6
Intel Core i5-2410M @ 2.30GHz,1941,3010,46.19
Intel Core i5-2415M @ 2.30GHz,1948,3004,
Intel Core i5-2430M @ 2.40GHz,2004,2974,32.31
Intel Core i5-2435M @ 2.40GHz,2120,2908,
Intel Core i5-2450M @ 2.50GHz,2076,2933,28.05
Intel Core i5-2450P @ 3.20GHz,4203,2039,32.33
Intel Core i5-2467M @ 1.60GHz,1448,3352,
Intel Core i5-2500 @ 3.30GHz,4116,2060,137.25
Intel Core i5-2500K @ 3.30GHz,4117,2058,137.29
Intel Core i5-2500S @ 2.70GHz,3391,2276,61.28
Intel Core i5-2500T @ 2.30GHz,2929,2484,32.55
Intel Core i5-2510E @ 2.50GHz,1889,3053,
Intel Core i5-2515E @ 2.50GHz,1882,3058,
Intel Core i5-2520M @ 2.50GHz,2240,2835,66.15
Intel Core i5-2537M @ 1.40GHz,1223,3531,
Intel Core i5-2540M @ 2.60GHz,2364,2761,29.56
Intel Core i5-2550K @ 3.40GHz,4134,2053,59.14
Intel Core i5-2557M @ 1.70GHz,1713,3162,
Intel Core i5-2560M @ 2.70GHz,2397,2738,
Intel Core i5-3170K @ 3.20GHz,8882,1266,
Intel Core i5-3210M @ 2.50GHz,2466,2695,47.4
Intel Core i5-3230M @ 2.60GHz,2563,2648,25.63
Intel Core i5-3317U @ 1.70GHz,2016,2967,8.96
Intel Core i5-3320M @ 2.60GHz,2662,2592,60.45
Intel Core i5-3330 @ 3.00GHz,4098,2067,36.92
Intel Core i5-3330S @ 2.70GHz,3889,2119,19.45
Intel Core i5-3335S @ 2.70GHz,3727,2172,
Intel Core i5-3337U @ 1.80GHz,2090,2924,9.29
Intel Core i5-3339Y @ 1.50GHz,1589,3244,
Intel Core i5-3340 @ 3.10GHz,4227,2034,32.53
Intel Core i5-3340M @ 2.70GHz,2696,2574,25.67
Intel Core i5-3340S @ 2.80GHz,3942,2103,39.42
Intel Core i5-3350P @ 3.10GHz,4287,2017,71.46
Intel Core i5-3360M @ 2.80GHz,2873,2506,36.82
Intel Core i5-3380M @ 2.90GHz,2916,2488,
Intel Core i5-3427U @ 1.80GHz,2254,2824,5.37
Intel Core i5-3437U @ 1.90GHz,2301,2794,
Intel Core i5-3439Y @ 1.50GHz,1907,3034,
Intel Core i5-3450 @ 3.10GHz,4501,1967,47.38
Intel Core i5-3450S @ 2.80GHz,4375,1999,49.16
Intel Core i5-3470 @ 3.20GHz,4676,1930,67.8
Intel Core i5-3470S @ 2.90GHz,4387,1997,60.91
Intel Core i5-3470T @ 2.90GHz,3001,2444,11.12
Intel Core i5-3475S @ 2.90GHz,4277,2021,17.11
Intel Core i5-3550 @ 3.30GHz,4811,1909,14.35
Intel Core i5-3550S @ 3.00GHz,4422,1987,29.49
Intel Core i5-3570 @ 3.40GHz,4929,1891,86.97
Intel Core i5-3570K @ 3.40GHz,4953,1889,50.03
Intel Core i5-3570S @ 3.10GHz,4630,1941,77.18
Intel Core i5-3570T @ 2.30GHz,3962,2098,
Intel Core i5-3610ME @ 2.70GHz,2666,2589,
Intel Core i5-4200H @ 2.80GHz,3089,2410,
Intel Core i5-4200M @ 2.50GHz,2808,2534,31.56
Intel Core i5-4200U @ 1.60GHz,2181,2874,
Intel Core i5-4200Y @ 1.40GHz,1558,3269,
Intel Core i5-4202Y @ 1.60GHz,1511,3312,
Intel Core i5-4210H @ 2.90GHz,3068,2417,
Intel Core i5-4210M @ 2.60GHz,2890,2499,32.83
Intel Core i5-4210U @ 1.70GHz,2311,2789,
Intel Core i5-4210Y @ 1.50GHz,1577,3253,
Intel Core i5-4220Y @ 1.60GHz,1591,3242,
Intel Core i5-4230U @ 1.90GHz,1853,3071,
Intel Core i5-4250U @ 1.30GHz,2149,2893,6.16
Intel Core i5-4258U @ 2.40GHz,2640,2604,
Intel Core i5-4260U @ 1.40GHz,2304,2791,
Intel Core i5-4278U @ 2.60GHz,2833,2525,
Intel Core i5-4288U @ 2.60GHz,2635,2606,
Intel Core i5-4300M @ 2.60GHz,2970,2464,6.33
Intel Core i5-4300U @ 1.90GHz,2497,2681,
Intel Core i5-4300Y @ 1.60GHz,1505,3315,
Intel Core i5-4302Y @ 1.60GHz,1516,3308,
Intel Core i5-4308U @ 2.80GHz,2935,2481,
Intel Core i5-430M @ 2.27GHz,1202,3549,9.25
Intel Core i5-430UM @ 1.20GHz,627,4183,
Intel Core i5-4310M @ 2.70GHz,3097,2407,
Intel Core i5-4310U @ 2.00GHz,2525,2667,
Intel Core i5-4330M @ 2.80GHz,3232,2345,11.75
Intel Core i5-4340M @ 2.90GHz,3376,2285,
Intel Core i5-4350U @ 1.40GHz,2425,2720,
Intel Core i5-4400E @ 2.70GHz,3251,2339,12.22
Intel Core i5-4402E @ 1.60GHz,2681,2584,
Intel Core i5-4422E @ 1.80GHz,1907,3035,7.17
Intel Core i5-4430 @ 3.00GHz,4661,1933,66.68
Intel Core i5-4430S @ 2.70GHz,4335,2010,22.87
Intel Core i5-4440 @ 3.10GHz,4786,1913,53.9
Intel Core i5-4440S @ 2.80GHz,4393,1995,35.47
Intel Core i5-4460 @ 3.20GHz,4888,1898,76.33
Intel Core i5-4460S @ 2.90GHz,4581,1949,28.64
Intel Core i5-4460T @ 1.90GHz,3647,2195,
Intel Core i5-4470 @ 3.30GHz,3971,2095,
Intel Core i5-4470S @ 3.00GHz,4742,1919,
Intel Core i5-450M @ 2.40GHz,1238,3514,38.74
Intel Core i5-4570 @ 3.20GHz,5225,1843,102.44
Intel Core i5-4570R @ 2.70GHz,4534,1957,
Intel Core i5-4570S @ 2.90GHz,5020,1881,25.11
Intel Core i5-4570T @ 2.90GHz,3224,2354,46.06
Intel Core i5-4570TE @ 2.70GHz,3074,2415,8.99
Intel Core i5-4590 @ 3.30GHz,5367,1809,286.4
Intel Core i5-4590S @ 3.00GHz,5134,1858,367.0
Intel Core i5-4590T @ 2.00GHz,4070,2077,51.59
Intel Core i5-460M @ 2.53GHz,1299,3457,10.0
Intel Core i5-4670 @ 3.40GHz,5493,1781,109.88
Intel Core i5-4670K @ 3.40GHz,5564,1763,139.16
Intel Core i5-4670K CPT @ 3.40GHz,5034,1877,
Intel Core i5-4670R @ 3.00GHz,5233,1839,18.96
Intel Core i5-4670S @ 3.10GHz,5160,1853,24.23
Intel Core i5-4670T @ 2.30GHz,4441,1977,17.15
Intel Core i5-4690 @ 3.50GHz,5572,1760,99.5
Intel Core i5-4690K @ 3.50GHz,5687,1734,118.47
Intel Core i5-4690S @ 3.20GHz,5518,1775,91.98
Intel Core i5-4690T @ 2.50GHz,4608,1946,
Intel Core i5-470UM @ 1.33GHz,778,3999,
Intel Core i5-480M @ 2.67GHz,1323,3443,16.42
Intel Core i5-5200U @ 2.20GHz,2501,2676,8.9
Intel Core i5-520M @ 2.40GHz,1724,3158,17.24
Intel Core i5-520UM @ 1.07GHz,908,3851,
Intel Core i5-5250U @ 1.60GHz,2438,2711,4.6
Intel Core i5-5257U @ 2.70GHz,2810,2533,
Intel Core i5-5287U @ 2.90GHz,3105,2402,
